ge	cmavo			   	GA      	logji jonma'o .i te jorne le se li'erla'i be vo'a le se li'erla'i be zo gi ja'e lo kanxe	{logji} {jonma'o}; {kanxe}
ge'a	cmavo			   	VUhU0      	mekso fancu .i li ge'a abu du abu	{mekso} {fancu}; {du}
ge'e	cmavo			   	UI6      	tcita le se cusku le du'u le cusku cu cinmo lo na'e steci la'e vo'e	{na'e} {steci} {cinmo}
ge'i	cmavo			   	GA      	preti le du'u makau logji jonma'o zo ga le se li'erla'i be vo'a le se li'erla'i be zo gi	{logji} {jonma'o} {preti}
gei	cmavo			   	VUhU2      	mekfancu .i li abu gei by ge'a cy du le tefpi'i be by bei cy bei abu	{mekfancu}; {tefpi'i}
ge'o	cmavo			   	BY1      	sinxa le du'u le se lidne lerfu cu xelso 	{xelso} {lerfu}
ge'u	cmavo			   	GEhU      	fa'orma'o zo goi	{fa'orma'o}; {goi}; {ne}; {no'u}; {pe}; {po}; {po'e}; {po'u}
gi	cmavo			   	GI      	kansa lo'e cmavo be zo ga .a zo gu'a le nu te jorne .i tcita le remoi be le jonsi'u	{logji} {jonma'o}; {ga}, {ge}, {go}, {gu}, {ge'i}; {gu'a}, {gu'e}, {gu'o}, {gu'u}, {gu'i}
gi'a	cmavo			   	GIhA      	logji jonma'o .i te jorne le li'erla'i brirebla le se li'erla'i brirebla ja'e lo vlina	{logji} {jonma'o}; {brirebla} {vlina}
gi'e	cmavo			   	GIhA      	logji jonma'o .i te jorne le li'erla'i brirebla le se li'erla'i brirebla ja'e lo kanxe	{logji} {jonma'o}; {brirebla} {kanxe}
gi'i	cmavo			   	GIhA      	preti le du'u makau logji jonma'o zo gi'a le li'erla'i brirebla le se li'erla'i brirebla	{brirebla} {logji} {jonma'o} {preti}
gi'o	cmavo			   	GIhA      	logji jonma'o .i te jorne le li'erla'i brirebla le se li'erla'i brirebla ja'e lo rolnonvlina	{logji} {jonma'o}; {brirebla} {rolnonvlina}
gi'u	cmavo			   	GIhA      	logji jonma'o .i te jorne le li'erla'i brirebla le se li'erla'i brirebla ja'e lo juvykanxe	{logji} {jonma'o}; {brirebla} {juvykanxe}
go	cmavo			   	GA      	logji jonma'o .i te jorne le se li'erla'i be vo'a le li'erla'i be zo gi ja'e lo rolnonvlina	{logji} {jonma'o}; {rolnonvlina}
go'a	cmavo			   	GOhA      	brika'i lo puza lidne noi ta'e drata le li'erla'i su'eremoi 	{lidne} {brika'i}
go'e	cmavo			   	GOhA      	brika'i le li'erla'i remoi	{li'erla'i} {remoi} {brika'i}
go'i	cmavo			   	GOhA      	brika'i le li'erla'i	{li'erla'i} {brika'i}
goi	cmavo			   	GOI      	snigau lo sumka'i .i dunli lu noi ca'e du li'u	{sumka'i} {snigau}
go'o	cmavo			   	GOhA      	brika'i lo se lidne	{selyli'e} {brika'i}
go'oi	experimental cmavo			   	GOhOI      	brika'i gi'e tcita lo pa se li'erla'i valsi lo lamprurai bridi poi vasru lo bi'unai valsi	ko catlu ji'a zo {zo} .e zo {go'i}
go'u	cmavo			   	GOhA      	brika'i lo puzu lidne	{puzu} {lidne} {brika'i}
gu	cmavo			   	GA      	logji jonma'o .i te jorne le se li'erla'i be vo'a le se li'erla'i be zo gi ja'e lo juvykanxe	{logji} {jonma'o}; {juvykanxe}
gu'a	cmavo			   	GUhA      	logji jonma'o .i te jorne le se li'erli'a be vo'a ke tanru pagbu le se li'erli'a be zo gi ke tanru pagbu ja'e lo vlina	{logji} {jonma'o}; {tanru} {vlina}
gu'e	cmavo			   	GUhA      	logji jonma'o .i te jorne le se li'erla'i be vo'a ke tanru pagbu le se li'erla'i be zo gi ke tanru pagbu ja'e lo kanxe	{logji} {jonma'o}; {tanru} {kanxe}
gu'i	cmavo			   	GUhA      	preti le du'u makau logji jonma'o zo gu'a le se li'erla'i be vo'a ke tanru pagbu le se li'erla'i be zo gi ke tanru pagbu	{tanru} {logji} {jonma'o} {preti}
gu'o	cmavo			   	GUhA      	logji jonma'o .i te jorne le se li'erla'i be vo'a ke tanru pagbu le se li'erla'i be zo gi ja'e lo rolnonvlina	{logji} {jonma'o}; {tanru} {rolnonvlina}
gu'u	cmavo			   	GUhA      	logji jonma'o .i te jorne le se li'erla'i be vo'a ke tanru pagbu le se li'erla'i be zo gi ke tanru pagbu ja'e lo juvykanxe	{logji} {jonma'o}; {tanru} {juvykanxe}
gy	cmavo			   	BY2      	zemoi lerfu le lojbo	{lerfu}
i	cmavo			   	I      	te jorne lo jufra be da lo jufra be da
i'a	cmavo			   	UI1      	tcita le se cusku le du'u la'e ri se randa le cusku	{randa}
ia	cmavo			   	UI1      	tcita le se cusku le du'u la'e ri se krici le cusku	{krici}
iacu'i	cmavo-compound			   	UI*      	tcita le se cusku le du'u la'e ri se senpi	{ia} {cu'i}; {senpi}
i'anai	cmavo-compound			   	UI*      	tcita le se cusku le du'u la'e ri te xarnu	{i'a} {nai}; {xarnu}
ianai	cmavo-compound			   	UI*      	tcita le se cusku le du'u la'e ri se tolkri	{ia} {nai}; {tolkri}
ibu	bu-letteral			   	BY*      	bimoi lerfu le lojbo	{lerfu}
i'e	cmavo			   	UI1      	tcita le se cusku le du'u la'e ri se zanru le cusku	{zanru}
ie	cmavo			   	UI1      	tcita le se cusku le du'u la'e ri te tugni fi le cusku	{tugni}
i'ecu'i	cmavo-compound			   	UI*      	tcita le se cusku le du'u la'e ri se norzau	{i'e} {cu'i}; {norzau}
i'enai	cmavo-compound			   	UI*      	tcita le se cusku le du'u la'e ri se tolzau	{i'e} {nai}; {tolzau}
ienai	cmavo-compound			   	UI*      	tcita le se cusku le du'u la'e ri te toltu'i	{ie} {nai}; {toltu'i}
ie'o	experimental cmavo			   	Y      	sinxa lo du'u lo cusku cu .aidji lo ka pu'o cusku su'o da kei gi'a ca'o pensi lo du'u ma kau pu'o se cusku ra
i'i	cmavo			   	UI1      	tcita le se cusku le du'u la'e ri te kansa fi le cusku	{kansa}
ii	cmavo			   	UI1      	tcita le se cusku le du'u la'e ri se terpa le cusku	{terpa}
i'inai	cmavo-compound			   	UI*      	tcita le se cusku le du'u la'e ri sivni le cusku	{i'i} {nai}; {sivni}
iinai	cmavo-compound			   	UI*      	tcita le se cusku le du'u la'e ri se snura	{ii} {nai}; {snura}
ija	cmavo-compound			   	JA*      	logji jonma'o .i te jorne le li'erla'i jufra le se li'erla'i jufra ja'e lo vlina	{logji} {jonma'o}, {jufra} {vlina}
ije	cmavo-compound			   	JA*      	logji jonma'o .i te jorne le li'erla'i jufra le se li'erla'i jufra ja'e lo kanxe	{logji} {jonma'o}; {jufra} {kanxe}
ije'i	cmavo-compound			   	JA*      	preti le du'u makau logji te jorne le li'erla'i jufra le se li'erla'i jufra	{jufra} {logji} {jonma'o} {preti}
ijo	cmavo-compound			   	JA*      	logji jonma'o .i te jorne le li'erla'i jufra le se li'erla'i jufra ja'e lo rolnonvlina	{logji} {jonma'o}; {jufra} {rolnonvlina}
iju	cmavo-compound			   	JA*      	logji jonma'o .i te jorne le li'erla'i jufra le se li'erla'i jufra ja'e lo juvykanxe	{logji} {jonma'o}; {jufra} {juvykanxe}
i'o	cmavo			   	UI1      	tcita le se cusku le du'u la'e ri te ckire fi le cusku	{ckire}; {ki'e}
io	cmavo			   	UI1      	tcita le se cusku le du'u la'e ri se sinma le cusku	{sinma}
i'onai	cmavo-compound			   	UI*      	tcita le se cusku le du'u la'e ri te jilra le cusku	{i'o} {nai}; {jilra}
ionai	cmavo-compound			   	UI*      	tcita le se cusku le du'u la'e ri se tolsi'a le cusku	{io} {nai}; {tolsi'a}
i'u	cmavo			   	UI1      	tcita le se cusku le du'u la'e ri slabu le cusku	{slabu}
iu	cmavo			   	UI1      	tcita le se cusku le du'u la'e ri se prami le cusku	{prami}
iucu'i	cmavo-compound			   	UI*      	tcita le se cusku le du'u la'e ri se norpa'i le cusku	{iu} {cu'i}; {norpa'i}
i'unai	cmavo-compound			   	UI*      	tcita le se cusku le du'u la'e ri cizra le cusku	{i'u} {nai}; {cizra}
iunai	cmavo-compound			   	UI*      	tcita le se cusku le du'u la'e ri se xebni le cusku	{iu} {nai}; {xebni}
ja	cmavo   	-jav-		   	JA      	logji jonma'o .i te jorne le li'erla'i ke tanru pagbu le se li'erla'i ke tanru pagbu ja'e lo vlina	{logji} {jonma'o}; {tanru} {vlina}
ja'a	cmavo			   	NA      	tcita lu'e lo bridi le du'u sinxa le tolna'e be la'e ri	{tolna'e}; {na}
ja'e	cmavo			   	BAI      	fi'o jalge	{jalge}
ja'enai	cmavo-compound			   	BAI*      	fi'o na'e jalge	.i srana zo {na'e} .e zo {jalge}
ja'i	cmavo			   	BAI      	fi'o javni	{javni}
jai	cmavo   	-jax-		   	JAI      	tcita lo selbrisle le du'u le pamoi sumti cu simbasti lo sumti be fi lo na'e namcu	{fai}
ja'o	cmavo			   	UI2      	tcita le se cusku le du'u la'e ri se nibli	{nibli}
jau	cmavo			   	PA2      	saclu li paci li paxa
je	cmavo   	-jev-   	-jve-	   	JA      	logji jonma'o .i te jorne le li'erla'i ke tanru pagbu le se li'erla'i ke tanru pagbu ja'e lo kanxe	{logji} {jonma'o}; {tanru} {kanxe}
je'a	cmavo			   	NAhE      	tcita lo selbrisle le du'u tolna'e le du'u makau smuni
je'e	cmavo			   	COI      	tcita lo cmene ja ve skicu le du'u sinxa le du'u makau te cusku .e le du'u le cusku ba'o te benji gi'e jimpe	{doi}; {jimpe}
je'enai	cmavo-compound			   	COI*      	tcita lo cmene ja ve skicu le du'u sinxa le du'u makau te cusku .e le du'u le cusku cu te benji nagi'anai jimpe	{je'e} {nai}
je'i	cmavo			   	JA      	preti le du'u makau logji jonma'o zo ja le li'erla'i ke tanru pagbu le se li'erla'i ke tanru pagbu	{tanru} {logji} {jonma'o} {preti}
jei	cmavo   	-jez-		   	NU      	galfi lu'e lo bridi lo selbrisle .i x_1 se jetlai le bridi x_2	{jetlai}
je'o	cmavo			   	BY1      	sinxa le du'u le se lidne lerfu cu xebro	{xebro} {lerfu}
je'oi	experimental cmavo			   	NOI      	simsa zo poi .i ro roi tarti lo se tarti be zo poi bei va'o lo nu ri tcita lo nu pilno lo ku'antora .i va'i no roi ku lo smuni cu se pagbu lo si'o menre	xu by. noi barda cu cikna -> by. barda .i xu by. cikna // xu by. poi barda cu cikna -> su'oi barda cu me by. i xu lo poi'i barda gi'e me by. cu cikna // xu by. je'oi barda cu cikna -> xu by. barda gi'e cikna // .i ko catlu ke si'a zo {noi} je zo {poi} je zo {menre}
je'u	cmavo			   	UI3      	tcita le se cusku le du'u la'e ri jetnu
je'unai	cmavo-compound			   	UI*      	tcita le se cusku le du'u la'e ri jitfa	{je'u} {nai}; {jitfa}
ji	cmavo			   	A      	preti le du'u makau logji jonma'o zo a le li'erla'i sumti le se li'erla'i sumti	{sumti} {logji} {jonma'o} {preti}
ji'a	cmavo			   	UI3b      	tcita le se cusku le du'u la'e ri se jmina
ji'ai	experimental cmavo			   	LE      	lo'u lo jibykai be lo ka le'u .i ji'ai broda cu jibykai lo ka broda	zo {jibykai} .e zo {jibri} .e zo {ckaji}
ji'e	cmavo			   	BAI      	fi'o jimte	{jimte}
ji'i	cmavo			   	PA      	namcu .i tcita le se li'erla'i namcu le du'u sinxa le du'u ri nalsatci	{namcu}; {nalsatci}
ji'o	cmavo			   	BAI      	fi'o jitro	{jitro}
ji'u	cmavo			   	BAI      	fi'o jicmu	{jicmu}
jo	cmavo   	-jov-		   	JA      	logji jonma'o .i te jorne le li'erla'i ke tanru pagbu le se li'erla'i ke tanru pagbu ja'e lo rolnonvlina	{logji} {jonma'o}; {tanru} {rolnonvlina}
jo'a	cmavo			   	UI3a      	tcita le se cusku le du'u la'e ri je'a drani	{drani}
jo'ai	experimental cmavo			   	JAI      	galfi lo porsi no'u lo selbritcita ce'o lo selbrisle lo selbrisle i je lo terbri be lo selbrisle cu stodi lo ka porsi ma kau	i mupli fa lu citno jo'ai ba'o jatna li'u e lu jo'ai ba'o se cliva zdadi'u li'u i srana zo {jai}
jo'au	experimental cmavo			   	COI3      	tcita lo cmene ja ve skicu le du'u sinxa le du'u makau genturfa'i dei makau	zo {do'u} cu famyma'o zo {jo'au} .i mupli fa lu jo'au cylyly xi papipa li'u .a lu jo'au camxes li'u .a lu jo'au iocixes li'u .a lu jo'au zantufa xi nopipapa li'u .a lu ilmentufa xi renopavopi'epapapi'erevo li'u a lu jo'au fancylojban li'u mu'anai
jo'e	cmavo   	-jom-		   	JOI      	nalylogji jonma'o .i te jorne le li'erla'i le se li'erla'i ja'e lo jonsumji	{nalylogji} {jonma'o}; {jonsumji}
jo'i	cmavo			   	JOhI      	nalylogji jonma'o .i te jorne le li'erla'i meksu'i le se li'erla'i meksu'i ja'e lo nacmei	{nalylogji} {jonma'o}; {meksu'i} {nacmei}
joi	cmavo   	-jol-   	-joi-	   	JOI      	nalylogji jonma'o .i te jorne le li'erla'i le se li'erla'i ja'e lo gunma	{nalylogji} {jonma'o}; {gunma}
jo'o	cmavo			   	BY1      	sinxa le du'u le se lidne lerfu cu xrabo	{xrabo} {lerfu}
jo'u	cmavo   	-jo'u-		   	JOI      	go ko'e jo'u ko'o broda gi broda fa lo poi'i ge ko'e .e ko'o me ke'a gi ro me ke'a cu me ko'e gi'a me ko'o
ju	cmavo   	-juv-		   	JA      	logji jonma'o .i te jorne le li'erla'i ke tanru pagbu le se li'erla'i ke tanru pagbu ja'e lo juvykanxe	{logji} {jonma'o}; {tanru} {juvykanxe}
ju'a	cmavo			   	UI2      	tcita le se cusku le du'u la'e ri se xusra	{xusra}
ju'acu'i	cmavo-compound			      		sinxa lo du'u le cusku cu skicu gi'eku'i na xusra lo du'u le ve skicu cu drani ja mapti
ju'anai	cmavo-compound			   	UI*2      	sinxa lo du'u le cusku cu skicu gi'eku'i na xusra lo du'u le ve skicu cu drani ja mapti
ju'e	cmavo			   	JOI      	nalylogji jonma'o .i te jorne le li'erla'i le se li'erla'i .i panra zo .i	{nalylogji} {jonma'o}; {i}
ju'ei	experimental cmavo			      		fi'o jutsi
ju'i	cmavo			   	COI      	tcita lo cmene ja ve skicu le du'u sinxa le du'u makau te cusku .e le du'u judgau le te cusku	{doi}, {judgau}
ju'o	cmavo			   	UI5      	tcita le se cusku le du'u la'e ri se birti	{birti}
ju'oi	experimental cmavo			      		sinxa lo du'u le cusku cu djuno lo du'u le bridi cu jetnu kei a le danfu be le preti poi ga cy spuda ke'a gi gau cy zo kau tcita ke'a
ju'u	cmavo			   	VUhU2      	mekfancu .i li abu ju'u by du le mekna'u be abu bei by	{mekfancu}; {mekna'u}
jy	cmavo			   	BY2      	somoi lerfu le lojbo	{lerfu}
ka	cmavo   	-kam-		   	NU      	galfi lu'e lo bridi lo selbrisle .i x_1 selkai gi'e se sinxa lu'e le bridi	{selkai}
ka'a	cmavo			   	BAI      	fi'o klama	{klama}
ka'ai	experimental cmavo			   	BAI      	fi'o kansa	.i {kansa}
ka'e	cmavo			   	CAhA      	fi'o se cumki	{cumki}
ka'i	cmavo			   	BAI      	fi'o krati	{krati}
kai	cmavo			   	BAI      	fi'o ckaji	{ckaji}
ka'o	cmavo			   	PA5      	namcu .i seltenfa li ni'upa li re .i te jorne lo tolxarna'u lo xarna'u ja'e lo lujna'u	{namcu}; {lujna'u}
ka'u	cmavo			   	UI2      	tcita le se cusku le du'u la'e ri kulnu se djuno 	{kulnu} {djuno}
kau	cmavo			   	UI      	tcita lo preti valsi le du'u sinxa le danfu
ke	cmavo   	-kem-		   	KE      	krasi lo kuspe girzu noi se fanmo zo ke'e	{ke'e}
ke'a	cmavo			   	KOhA7      	sumka'i le selra'a be lo srana jufra	{sumka'i}; {selra'a}; {noi}, {poi}, {voi}
ke'ai	experimental cmavo			   	KEhAI      	frica binxo lo nalgrici'e pe tanru ja lujvo	zo ke'ai se rafsi la ked. .i lo grici'e pe gismu ja rafsi cu smuvrici .i lu ke'ai melbi cmalu nixli ckule li'u .a zo kedmlecmaxlicu'e cu se cumsmu lo'u to melbi cmalu to nixli to ckule toi toi toi le'u .a lo'u to melbi to cmalu to nixli to ckule toi toi toi toi le'u fi'o ranji .i sisti fa zo ke'ei .a zo ke'ei'a .i fi zo ke'ei binxo fa lo lamselbri
ke'e	cmavo   	-kep-   	-ke'e-	   	KEhE      	fa'orma'o zo ke	{fa'orma'o}; {ke}
ke'ei	experimental cmavo			   	KEhEI      	frica binxo lo pritugrici'e pe tanru ja lujvo	zo ke'ei se rafsi la keb. .i zo ke'ei'a xruti ke frica binxo lo zulgrici'e .i fi zo ke'ei binxo fa lo lamselbri
ke'ei'a	experimental cmavo			   	KEhEIhA      	frica binxo lo zulgrici'e pe tanru ja lujvo	zo ke'ei'a se rafsi la kex. .i xruti frica binxo to balvi lo be zo ke'ei frica binxo lo prutigrici'e .ija balvi lo be zo ke'ai frica binxo lo nalgrici'e toi
ke'i	cmavo			   	GAhO      	tcita lo tersei jonma'o le du'u sinxa le du'u le sepli na pagbu le tersei	{ga'o}; {bi'i}, {bi'o}, {mi'i}
kei	cmavo   	-kez-		   	KEI      	fa'orma'o zo nu	{fa'orma'o}; {du'u}; {jei}; {ka}; {li'i}; {mu'e}; {ni}; {nu}; {pu'u}; {si'o}; {su'u}; {za'i}; {zu'o}
kei'u	experimental cmavo			   	KEIhU      	famyma'o ma'oi CEhEI	See also: {ce'ei}.
ke'o	cmavo			   	COI      	tcita lo cmene ja ve skicu le du'u sinxa le du'u makau te cusku .e le du'u cpedu lo'e nu ke'usku kei le te cusku	{doi}; {ke'usku}
ke'u	cmavo			   	UI3      	tcita le se cusku le du'u la'e ri krefu lo pu se cusku	{krefu}
ke'unai	cmavo-compound			   	UI*      	tcita le se cusku le du'u la'e ri na krefu lo pu se cusku	{ke'u} {nai}
ki	cmavo			   	KI      	fi'o temci ja canlu manri	{manri}
ki'a	cmavo			   	UI6      	tcita le se cusku le du'u ri cfipu	{cfipu}
ki'anai	cmavo-compound			   	UI*      	tcita le se cusku le du'u ri na cfipu	{ki'a} {nai}
ki'e	cmavo			   	COI      	tcita lo cmene ja ve skicu le du'u sinxa le du'u makau te cusku .e le du'u ckire le te cusku	{doi}, {ckire}
ki'i	cmavo			   	BAI      	fi'o ckini	{ckini}
ki'o	cmavo			   	PA3      	namcu .i kilto le lidne namcu	{namcu}; {kilto}
ki'oi	experimental cmavo			   	BAI      	fi'o se kibzva
ki'u	cmavo			   	BAI      	fi'o krinu	{krinu}
ki'unai	cmavo-compound			   	BAI*      	fi'o na'e krinu	.i srana zo {na'e} .e zo {krinu}
ko	cmavo			   	KOhA3      	sumka'i le tersku noi le cusku cu minde ja cpedu le nu ke'a gasnu la'e le selsku	{sumka'i}; {tersku}; {minde}, {cpedu}
ko'a	cmavo			   	KOhA4      	pamoi sumka'i .i ka'e se snigau sepi'o zo goi	{sumka'i}; {goi}
ko'e	cmavo			   	KOhA4      	remoi sumka'i .i ka'e se snigau sepi'o zo goi	{sumka'i}; {goi}
ko'i	cmavo			   	KOhA4      	cimoi sumka'i .i ka'e se snigau sepi'o zo goi	{sumka'i}; {goi}
koi	cmavo			   	BAI      	fi'o korbi	{korbi}
ko'o	cmavo			   	KOhA4      	vomoi sumka'i .i ka'e se snigau sepi'o zo goi	{sumka'i}; {goi}
ko'oi	experimental cmavo			   	UI6      	tcita lo se cusku le du'u la'e vo'e te minde ja se cpedu ja se curmi ja se pacna ja se stidi ja se djica ja se bilga	{ko}; {au}, {a'o}, {e'o}, {e'u}, {e'a}, {ei}; {minde}, {cpedu}, {curmi}, {pacna}, {stidi}, {djica}, {bilga}
ko'u	cmavo			   	KOhA4      	mumoi sumka'i .i ka'e se snigau sepi'o zo goi	{sumka'i}; {goi}
ku	cmavo			   	KU      	fa'orma'o zo le .e zo la .e zo na .e zo fa .e lo'e sumtcita	{fa'orma'o}; {la}; {lai}; {la'i}; {le}; {le'e}; {lei}; {le'i}; {lo}; {lo'e}; {loi}; {lo'i}; {na}; {sumtcita}
ku'a	cmavo   	-kuz-		   	JOI      	nalylogji jonma'o .i te jorne le li'erla'i le se li'erla'i ja'e lo terkruca	{nalylogji} {jonma'o}; {terkruca}
ku'e	cmavo			   	KUhE      	fa'orma'o zo pe'o	{fa'orma'o}; {pe'o}
ku'i	cmavo			   	UI3b      	tcita le se cusku le du'u la'e ri frica la'e le li'erla'i se cusku 	{frica}
ku'o	cmavo			   	KUhO      	fa'orma'o zo noi	{fa'orma'o}; {noi}; {poi}; {voi}
ku'u	cmavo			   	BAI      	fi'o kulnu	{kulnu}
ky	cmavo			   	BY2      	panomoi lerfu le lojbo	{lerfu}
ky.bu	bu-letteral			      		lu ky.bu li'u bu'ivla zoi ly.q.ly.
la	cmavo			   	LA      	gadri fo le du'u tcita lo cmene
la'a	cmavo			   	UI3      	tcita le se cusku le du'u la'e ri lakne	{lakne}
la'ai	experimental cmavo			   	LOhU      	jbocme fi'o nafte'i lo karsnarfa'o .i lo za'u pa cmene cu se jdijimte lo depybu'i	.i ji'a pilno ka'e fi lo sitsku be lo zunsnafamme'e
la'e	cmavo			   	LAhE      	sumgadri le se li'erla'i sumti le du'u sinxa le selsni be ri	{selsni} {sumgadri}
la'i	cmavo			   	LA      	lu'i la	{selcmi} {cmene} {gadri}; {lu'i} {la}
lai	cmavo			   	LA      	lu'o la	{cmene} {gadri}; {gunma}; {lu'o} {la}
lai'e	experimental cmavo			   	LAhE      	sumgadri le se li'erla'i sumti le du'u sinxa le se cmene be ri	.i lu lai'e ko'a li'u dunli lu zo'e noi se cmene ko'a li'u lo ka smuni .i .e'u viska la'e di'e ji'a .i zo {la'e} zo {la} zo {la'o} zo {la'ai} zo {la'au} zo {lu'u} zo {cmene}
lai'u	experimental cmavo			   	LA      	lo'u lo se skicu be fo zo le'u	mu'a ganai do skicu ko'a fo la'e zoi gy. pedantic gy. gi ko'a na se cmene zo .pedantik. do .i lu'e lo ve skicu cu frica lo cmene .i ko'a na me la .pedantik. gi'e me lai'u .pedantik.
la'o	cmavo			   	ZOI      	tcita le se li'erla'i ke naljbo cmene noi pa lojbo valsi ke'a krasi gi'e fanmo ku'o le du'u sinxa la'e vo'e 	{zoi}; {la}
la'u	cmavo			   	BAI      	fi'o klani	{klani}
lau	cmavo			   	LAU      	tcita le se li'erla'i lerfu le du'u sinxa le du'u ri te pandi gi'a steci sinxa	{terpandi}
lau'e	experimental cmavo			   	KOhA2      	la'e di'e lu'u
lau'i	experimental cmavo			   	NAI      	jorne lo li'erla'i valsi .i je smuni la'e zo ka'e	.i {la'a} {cu'i} .i va'o lo nu da'i zo ka'e cmavo ma'oi NA gi'e se smuni lo du'u su'o da poi cumki munje zo'u lo bridi cu jetnu da kei kei lu JA lau'i li'u .e lo'u GA lau'i le'u galfi lo smuni be lo se kuspe be vo'a la'e lu ka'e ku lo se kuspe li'u .i srana lo'u {na}-{nai}, {ka'e}-{lau'i}, {nu'o}-{nu'oi}, {pu'i}-{pu'ei}, {ca'a}-{ca'ai}, {ja'a}-{ja'ai} le'u .e lo modal zei logji pe la kripkes .i mupli fa lu ta se vinji tu noi farlu (ku'o) .i na ja lau'i ta mrobi'o li'u noi smudu'i lu na ku ta se vinji tu noi farlu (ku'o) .i ja ka'e ku ta mrobi'o li'u
lau'u	experimental cmavo			   	KOhA      	la'e di'u lu'u	.i mupli fa lu sicpi ce'o tanbargu .i lau'u noi pluka mi cu mukti lo nu sanga la tanbargu li'u .i srana zo {la'e} .e zo {di'u} .e zo {lu'u}
le	cmavo			   	LE      	gadri lo selbri fo le du'u sinxa ro se skicu be le cusku bei le te cusku bei la'e vo'e	{skicu} {gadri}
le'a	cmavo			   	BAI      	fi'o klesi	{klesi}
le'au	experimental cmavo			   	SEI      	tcita lo se cusku lo du'u va'o ri zo «le» se smuni lo se lidne poi .emna	smudunsi'u fa lu «le'au {ri'oirkai}» li'u jo'u lu «le'au ce'u ce'u ri'oirkai» li'u jo'u lu «sei ca'e mu'a lu «le broda» li'u lu «lo se .{emna} be lo ka ri'oirkai bei lo ka broda» li'u smudu'i» li'u
le'e	cmavo   	-lem-		   	LE      	gadri lo selbri fo le du'u sinxa da poi ro se skicu be le cusku bei le te cusku bei la'e vo'e cu me da	{skicu} {selsucta} {gadri}
le'i	cmavo			   	LE      	lu'i le	{velski} {gadri}; {selcmi}; {lu'i} {le}
lei	cmavo			   	LE      	lu'o le	{velski} {gadri}; {gunma}; {lu'o} {le}
le'o	cmavo			   	UI5      	sinxa le du'u le cusku cu gunta	{gunta}
le'u	cmavo			   	LEhU      	fa'orma'o zo lo'u	{fa'orma'o}; {lo'u}
li	cmavo			   	LI      	gadri fo le du'u tcita lo namcu
li'a	cmavo			   	UI3      	tcita le se cusku le du'u la'e ri klina le ka jimpe ce'u
li'au	experimental cmavo			   	LIhAU      	famyma'o ma'oi LUhEI	.i srana zo {lu'ei} .e so {li'u} .e zo {me'u}
li'e	cmavo			   	BAI      	fi'o lidne	{lidne}
li'i	cmavo   	-liz-		   	NU      	galfi lu'e lo bridi lo selbrisle .i x_1 se lifri x_2 gi'e se sinxa lu'e le bridi	{lifri}
li'i'e	experimental cmavo			   	BAI      	sumtcita .i lu *li'i'e ko'a* li'u sinxa tu'a la'e lo'u *fi'o lisri ko'a* le'u ja lo'u *xoi ke'a se lisri ko'a* le'u	le {lisri} ka'e {fatci} ja {xanri}
li'o	cmavo			   	UI3a      	tcita le se cusku le du'u lo pagbu be ri ba'o se vimcu	{vimcu}
li'u	cmavo			   	LIhU      	fa'orma'o zo lu	{fa'orma'o}; {lu}
lo	cmavo			   	LE      	gadri lo selbri fo le du'u sinxa su'o ckaji be la'e vo'e	{ckaji} {gadri}
lo'a	cmavo			   	BY1      	sinxa le du'u le se lidne lerfu cu latmo ja lojbo	{latmo} {lojbo} {lerfu}
lo'e	cmavo   	-lom-		   	LE      	gadri lo selbri fo le du'u sinxa da poi ro ckaji be la'e vo'e cu me da	{ckaji} {selsucta} {gadri}
lo'i	cmavo			   	LE      	lu'i ro lo	{gadri}; {selcmi}; {lu'i} {lo}
loi	cmavo			   	LE      	lu'o ro lo	{gunma} {gadri}; {lu'o} {lo}
lo'o	cmavo			   	LOhO      	fa'orma'o zo li	{fa'orma'o}; {li}; {me'o}
loroda	cmavo-compound			   	KOhA*      	smudu'i lu lo se menre be ro da li'u
lo'u	cmavo			   	LOhU      	tcita le se li'erla'i selsku noi lojbo ju gendra ku'o le du'u sinxa ri .i krasi lo lojbo ju gendra selsku noi se fanmo zo le'u	{juvgendra} {selsku} {sinxa}; {le'u}
lu	cmavo			   	LU      	tcita le se li'erla'i selsku le du'u sinxa ri .i krasi lo te sitna noi se fanmo zo li'u	{selsku} {sinxa}; {li'u}
lu'a	cmavo			   	LAhE      	sumgadri le se li'erla'i sumti le du'u sinxa lo cmima be ri	{cmima} {sumgadri}
lu'e	cmavo			   	LAhE      	sumgadri le se li'erla'i sumti le du'u sinxa le sinxa be ri	{sinxa} {sumgadri}; {la'e}
