a	cmavo   \nA      \nconector lógico entre sumti: o
ke'o	cmavo   \nCOI      \nvocativo: repita
kerfa	gismu   \n-kre-      \nx_1 es un pelo/cabello (parte del cuerpo) de x_2 en parte/lugar x_3
kerlo	gismu   \n-ker-      \nx_1 es una oreja (parte del cuerpo) de x_2
ketco	gismu   \n-ket-   \n-tco-      \nx_1 refleja cultura/nacionalidad/geografía sudamericana en aspecto x_2
ke'u	cmavo   \nUI3      \ndiscursivo: repitiendo - continuando\nVer también {refbasna},  {krefu},  {rapli},  {velde'a}.
ke'unai	cmavo-compound   \nUI*3      \ndiscursivo: repitiendo - continuando
kevna	gismu   \n-kev-   \n-ke'a-      \nx_1 es una cueva/cavidad/hoyo/pozo/caverna en x_2\nVer también {fenra}.
ki	cmavo   \nKI      \ntiempo/modal: fija tiempo verbal; establece una nueva base de referencia para tiempo/espacio verbal/modal
ki'a	cmavo   \nUI6      \npregunta actitudinal: confusión sobre lo dicho\nVer también {cfipu},  {kucli}.
ki'anai	cmavo-compound   \nUI*6      \nno pregunta: comprensión de algo dicho
kicne	gismu   \n-kic-   \n-ki'e-      \nx_1 es un almohadón/almohada/cojín que protege/aguanta x_2, de material x_3
ki'e	cmavo   \nCOI      \nvocativo: gracias - no gracias a tí
ki'enai	cmavo-compound   \nCOI*      \nvocativo: gracias - no gracias a tí
ki'i	cmavo   \nBAI      \nckini modal, 1er argumento (relacionado con)          relativamente; como relación de ...
kijno	gismu   \n-kij-      \nx_1 es una cantidad de oxígeno (O)
kilto	gismu   \n-ki'o-      \nx_1 es un millar (1E3) de x_2 en dimensión/aspecto x_3
kinli	gismu   \n-kil-      \nx_1 es agudo/afilado/puntudo/puntiagudo en parte x_2
ki'o	cmavo   \nPA3      \ndígito/número: separador de miles
ki'otre	lujvo      \nx_1 mide x_2 kilómetros de largo (1 por defecto) en dirección x_3 según estándar x_4\nVer también {kilto}, {mitre}
kisto	gismu   \n-kis-      \nx_1 refleja cultura/nacionalidad/idioma paquistaní en aspecto x_2
ki'u	cmavo   \nBAI      \nkrinu modal, 1er argumento (justificado por)          justificadamente; por razón ...
ki'u ma	cmavo-compound   \nBAI*      \npregunta por una explicación racional/justificación; ¿por qué?
klaji	gismu   \n-laj-      \nx_1 es una calle/avenida/bulevard/callejón en x_2 dando acceso a x_3\nVer también {dargu}.
klaku	gismu   \n-kak-      \nx_1 llora lágrimas x_2 por motivo x_3
klama	gismu   \n-kla-      \nx_1 va/viene a x_2 desde x_3 vía ruta x_4 usando medio/vehiculo x_5\nVer también {litru},  {muvdu},  {cpare}.
klani	gismu   \n-lai-      \nx_1 es cantidad/mide x_2 en escala x_3
klesi	gismu   \n-kle-   \n-lei-      \nx_1 es una clase/categoría/subgrupo/subconjunto de x_2 con propiedad definitoria x_3
klina	gismu   \n-kli-      \nx_1 es transparente/claro/sin obstáculo para x_2 (transmisión)\nVer también {julne}.
kliru	gismu      \nx_1 es una cantidad de halógeno (flúor/iodo/bromo)
kliti	gismu   \n-kit-      \nx_1 es una cantidad de arcilla de composición x_2\nVer también {pesxu}.
klupe	gismu   \n-lup-   \n-lu'e-      \nx_1 es un tornillo con propósito x_2, filete/rosca x_3, armazón x_4
kluza	gismu   \n-luz-      \nx_1 es flojo/suelto/ablusado sobre x_2 en parte/posición x_3\nVer también {tagji}.
ko	cmavo   \nKOhA3      \npro-sumti: tú/ustedes (imperativo); haz que sea cierto
ko'a	cmavo   \nKOhA4      \npro-sumti: él/ella/ello/ellos/ellas \\#1 (especificado por goi)
kobli	gismu   \n-kob-   \n-ko'i-      \nx_1 es un repollo/lechuga/acelga de especie/variedad x_2
ko'e	cmavo   \nKOhA4      \npro-sumti: él/ella/ello/ellos/ellas \\#2 (especificado por goi)
koi	cmavo   \nBAI      \nkorbi modal, 1er argumento (bordeado por)             limitado por ...
ko'i	cmavo   \nKOhA4      \npro-sumti: él/ella/ello/ellos/ellas #3 (especificado por goi)
kojna	gismu   \n-koj-   \n-ko'a-      \nx_1 es un rincón/punta/esquina/ángulo sólido (forma) de x_2, de material x_3
kolme	gismu   \n-kol-   \n-ko'e-      \nx_1 es una cantidad de carbón/hulla/antracita/bituminoso de origen x_2
komcu	gismu   \n-kom-      \nx_1 es un peine (forma) de material x_2 con dientes x_3\nVer también {julne},  {forca},  {burcu}.
konju	gismu   \n-kon-   \n-ko'u-      \nx_1 es un cono (forma) de material x_2 con vértice x_3
ko'o	cmavo   \nKOhA4      \npro-sumti: él/ella/ello/ellos/ellas \\#4 (especificado por goi)
korbi	gismu   \n-kor-   \n-koi-      \nx_1 es una orilla/borde/márgen/límite de x_2 junto a/tocando x_3\nVer también {jimte},  {ctebi}.
korcu	gismu   \n-kro-      \nx_1 está torcido/doblado\nVer también {sirji}.
korka	gismu   \n-kok-      \nx_1 es una cantidad de corcho/corteza de árbol/especie x_2
kosta	gismu   \n-kos-      \nx_1 es un abrigo/chaqueta/casaca/tricota/sweater/capa/mantilla/pulover/saco/poncho (prenda de vestir) de material x_2
ko'u	cmavo   \nKOhA4      \npro-sumti: él/ella/ello/ellos/ellas \\#5 (especificado por goi)
krafamtei	lujvo      \nx_1 es la duración de x_2\nVer también {ze'a}, {ze'e}, {ze'i}, {ze'u}
kramu	gismu      \nx_1 mide x_2 unidades locales de área (1 por defecto), estándar x_3, x_4 subunidades
krasi	gismu   \n-kra-      \nx_1 es un origen/fuente/comienzo/inicio de x_2\nVer también {cfari}.
krati	gismu   \n-ka'i-      \nx_1 representa/es un agente de x_2 en asunto/función x_3\nVer también {jansu},  {catni},  {vipsi}.
krefu	gismu   \n-ref-   \n-ke'u-      \nx_1 (evento) es la x_3-sima recurrencia/repetición de x_2 (evento)
krici	gismu   \n-kri-      \nx_1 cree que x_2 (du'u) es cierto acerca de x_3
kriketinai	fu'ivla      \nx_1 es un hámster / miembro de la subfamilia de roedores Cricetinae, de la variedad / (sub)taxón / especie / género / raza x_2
krili	gismu      \nx_1 es una cantidad de cristal de composición x_2 en forma/arreglo x_3
krinu	gismu   \n-rin-   \n-ki'u-      \nx_1 (evento) es una razón/justificación/explicación de x_2 (evento)\nVer también {rinka},  {nibli},  {mukti},  se {jalge},  te {zukte}.
krixa	gismu   \n-kix-   \n-ki'a-      \nx_1 grita sonido/alarido x_2\nVer también {bacru}.
kruca	gismu   \n-kuc-      \nx_1 intersecta/cruza x_2 en punto/posición x_3
kruji	gismu   \n-ruj-      \nx_1 es una cantidad de crema/emulsión/pasta/puré de composición x_2
kruvi	gismu   \n-ruv-   \n-kru-      \nx_1 es una curva/doblez en x_2, en parte x_3, y definido por conjunto de puntos/propiedades x_4
ku	cmavo   \nKU      \nterminador elisible: fin de descripción, modal, o sumti de negación; a menudo elisible
ku'a	cmavo   \n-kuz-   \nJOI      \nconector no lógico: intersección de conjuntos
kubli	gismu   \n-kub-      \nx_1 es un cubo/poliedro/polígono regular en x_2 dimensiones (3 por defecto), con x_3 caras/lados (6)
kucli	gismu      \nx_1 siente curiosidad/se pregunta acerca de x_2
kucyga'a	lujvo      \nx_1 es una cruz de material x_2
kucyga'asni	lujvo      \nx_1 es un crucifijo\nVer también {kucyga'a}.
ku'e	cmavo   \nKUhE      \nterminador elisible: fin de expresión matemática premeditada (notación polaca); a menudo elisible
kufra	gismu   \n-kuf-      \nx_1 esta cómodo/confortable/a gusto con condiciones/ambiente/propiedad x_2 (evento)\nVer también {burna}.
ku'i	cmavo   \nUI3b      \ndiscursivo: sin embargo/pero/en contraste\nVer también {karbi},  {dukti},  {nalpanra}.
kukte	gismu   \n-kuk-      \nx_1 es delicioso/rico/sabroso/gusta a x_2
kulnu	gismu   \n-klu-      \nx_1 es parte de la cultura de nación/etnia/gente/pueblo x_2\nVer también {natmi}.
kumfa	gismu   \n-kum-   \n-ku'a-      \nx_1 es un cuarto/recámara/habitación en estructura x_2 rodeado de particiones/paredes/techo/piso x_3
kumte	gismu      \nx_1 es un camello/dromedario/llama/alpaca/vicuña/guanaco de especie/raza x_2
kunra	gismu   \n-kun-      \nx_1 es una cantidad de mineral de tipo/metal x_2 de localidad/mina x_3
kunti	gismu   \n-kut-      \nx_1 esta vacío/vacante de x_2\nVer también {culno},  {claxu}.
ku'o	cmavo   \nKUhO      \nterminador elisible: fin de cláusula relativa NOI; siempre elisible, pero preferible en cláusulas complejas
kurbarile	fu'ivla      \nx_1 es guapinol de especie/variedad x_2
kurfa	gismu   \n-kur-      \nx_1 es un cuadrado/rectángulo definido por conjunto de vértices x_2, en x_3 dimensiones (2 por defecto)
kurji	gismu   \n-kuj-   \n-ku'i-      \nx_1 cuida/atiende a x_2
kurki	gismu      \nx_1 es amargo/acre para x_2
kurkuli	fu'ivla      \nx_1 es un gorgojo de especie x_2
kuspe	gismu   \n-kup-   \n-ku'e-      \nx_1 abarca/cubre/se extiende sobre intervalo/región/área x_2
kusru	gismu   \n-kus-      \nx_1 es cruel/malvado/mezquino/desagradable hacia x_2
ku'u	cmavo   \nBAI      \nkulnu modal, 1er argumento                            en cultura ...
ky	cmavo   \nBY2      \nletra k
la	cmavo   \nLA      \ndescriptor de nombre: el/cada uno de los llamado(s) ... ; acepta nombre o descripción de selbri
la'a	cmavo   \nUI3      \ndiscursivo: probablemente - improbablemente\nVer también {lakne}.
la'anai	cmavo-compound   \nUI*3      \ndiscursivo: probabilidad - improbabilidad
labno	gismu      \nx_1 es un lobo/lupino de especie/raza x_2
lacpu	gismu   \n-lap-   \n-cpu-      \nx_1 tira/jala de x_2 por manija/parte x_3\nVer también {catke}.
lacri	gismu   \n-lac-      \nx_1 confía/cuenta con x_2 para hacer/mantener x_3
ladru	gismu   \n-lad-      \nx_1 es una cantidad de leche de origen x_2
la'e	cmavo   \nLAhE      \nel referente de (señalador indirecto); usa el referente de un sumti como sumti
la'edi'u	cmavo-compound   \nKOhA*      \npro-sumti: el referente de la expresión anterior; el estado descripto: &quot;ESO fué divertido&quot;
lafti	gismu   \n-laf-      \nx_1 levanta/eleva a x_2 aplicando fuerza en parte x_3 contra gravedad x_4
lai	cmavo   \nLA      \ndescriptor de nombre: el grupo de los llamados ... ; acepta nombre o descripción de selbri
la'i	cmavo   \nLA      \ndescriptor de nombre: el conjunto de los llamados ... ; acepta nombre o descripción de selbri
lakne	gismu   \n-la'e-      \nx_1 (evento) es probable bajo condiciones x_2\nVer también {cunso},  {cafne},  {fadni}.
lakse	gismu   \n-lak-      \nx_1 es una cantidad de cera de origen x_2
lalxu	gismu   \n-la'u-      \nx_1 es un lago/laguna/estanque en territorio/terreno x_2
lamji	gismu   \n-lam-   \n-la'i-      \nx_1 esta adyacente/tocando/pegado/junto a x_2 en propiedad/secuencia x_3 en dirección x_4\nVer también {zvati},  {cpana},  {jibni},  {diklo}.
lanbi	gismu      \nx_1 es una cantidad de proteína/albumin de tipo x_2 compuesta de aminoácidos x_3
lanci	gismu      \nx_1 es una bandera/estandarte de x_2 con motivo/diseño x_3 de material x_4
lanka	gismu      \nx_1 es un canasto/cesto/canasta/cesta para contenido x_2, tejido de material x_3
lanli	gismu   \n-lal-      \nx_1 analiza/examina en detalle a x_2 por método/técnica/sistema x_3
lanme	gismu   \n-lan-      \nx_1 es una oveja/carnero/cordero de especie/raza x_2 de rebaño x_3
lante	gismu      \nx_1 es una lata/conserva/recipiente sellado de contenido x_2, de material x_3\nVer también {botpi},  {baktu}.
lanxe	gismu   \n-lax-      \nx_1 está en equilibrio/balanceado por fuerzas x_2\nVer también {fapro},  {midju},  {nutli}.
lanzu	gismu   \n-laz-      \nx_1 es una familia/clan/tribu con miembros x_2 unidos por lazo/relación x_3
la'o	cmavo   \nZOI      \nnombre no lojbánico; el sumti resultante es tratado como un nombre
larcu	gismu   \n-lar-      \nx_1 es un arte/aplicación creativa de habilidad x_2
lardai	lujvo      \nx_1 es una obra de arte creada por aplicación de destreza/habilidad x_2\nVer también {larcu}, {dacti}.
larpra	lujvo      \nx_1 es-un-artista/produce x_2 por aplicación creativa de habilidad/destreza x_3\nVer también {larcu}, {cupra}
lasna	gismu   \n-la'a-      \nx_1 ata/conecta/asegura/abrocha/une x_2 y x_3 con broche/atadura x_4\nVer también {jorne}.
lastu	gismu      \nx_1 es una cantidad de latón (aleación cobre-zinc) de composición x_2
latmo	gismu   \n-la'o-      \nx_1 refleja cultura/nacionalidad/idioma latín/latino/romano/romance en aspecto x_2
latna	gismu      \nx_1 es un loto/flor/hierba/planta de especie/variedad x_2 que simboliza x_3 para cultura/religión x_4
lau	cmavo   \nLAU      \ncambio de letra: sigue signo de puntuación o especial
la'u	cmavo   \nBAI      \nklani modal, 1er argumento (cantidad)                 cuantificando ...; siendo una cantidad de ...
la'u ma	cmavo-compound   \nBAI*      \npregunta por una cantidad; ¿cuánto?
lazni	gismu      \nx_1 es perezoso/evita trabajo/esfuerzo x_2 (evento)
le	cmavo   \nLE      \ndescriptor no verídico: el/cada uno de los descriptos como ...
le'a	cmavo   \nBAI      \nklesi modal, 1er argumento (conjunto escalar)         en/de categoría ...
lebna	gismu   \n-leb-   \n-le'a-      \nx_1 quita/saca x_2 a x_3\nVer también {dunda},  {cpacu},  {vimcu}.
ledo	cmavo-compound   \nLE*      \ndescriptor posesivo/asociativo: el descripto como ..., tuyo/de ustedes
le'e	cmavo   \n-lem-   \nLE      \ndescriptor no verídico: el estereotipo de los descriptos como ...
le go'i	cmavo-compound   \nKOhA*      \npro-sumti de descripción: el valor de x_1 del bridi previo
lei	cmavo   \nLE      \ndescriptor no verídico: el grupo de los descriptos como ...
le'i	cmavo   \nLE      \ndescriptor no verídico: el conjunto de los descriptos como ...
le jaica	cmavo-compound   \nLE*      \ndescripción: marca descripción que extrae el tiempo verbal del brdi de la descripción
le jaigau	cmavo-compound   \nLE*      \ndescripción: marca descripción que extrae el agente del selbri de la descripción
le jaivi	cmavo-compound   \nLE*      \ndescripción: marca descripción que extrae la locación del bridi de la descripción
leko'a	cmavo-compound   \nLE*      \ndescriptor posesivo/asociativo: el descripto como ..., de ello-1
lemi	cmavo-compound   \nLE*      \ndescriptor posesivo/asociativo: el descripto como ..., mío
lenjo	gismu   \n-len-   \n-le'o-      \nx_1 es una lente (forma) de material x_2 con foco x_3
lenku	gismu   \n-lek-      \nx_1 esta frío/fresco según estándar x_2\nVer también {glare}.
le'o	cmavo   \nUI5      \nmodificador de actitudinal: agresivo - pasivo - defensivo\nVer también {gunta},  {bandu}.
le'ocu'i	cmavo-compound   \nUI*5      \nmodificador de actitudinal: agresivo - pasivo - defensivo
le'onai	cmavo-compound   \nUI*5      \nmodificador de actitudinal: agresivo - pasivo - defensivo
lerci	gismu   \n-lec-      \nx_1 (evento) es tarde/tardío según estándar x_2\nVer también {clira}.
lerfu	gismu   \n-ler-   \n-le'u-      \nx_1 es una letra/dígito/símbolo en alfabeto x_2, que representa x_3\nVer también {sinxa}.
le sego'i	cmavo-compound   \nKOhA*      \npro-sumti de descripción: el valor de x_2 del bridi previo
leta	cmavo-compound   \nLE*      \ndescriptor posesivo/asociativo: posesivo demostrativo cercano; no usar por 'ESE ...'
le tego'i	cmavo-compound   \nKOhA*      \npro-sumti de descripción: el valor de x_3 del bridi previo
leti	cmavo-compound   \nLE*      \ndescriptor posesivo/asociativo: posesivo demostrativo inmediato; no usar por 'ESTE ...'
letu	cmavo-compound   \nLE*      \ndescriptor posesivo/asociativo: posesivo demostrativo distante
le'u	cmavo   \nLEhU      \nfin de cita de texto cuestionable o fuera de contexto; no elisible
leva	cmavo-compound   \nLE*      \ndescriptor locativo: ese ... de allí, descriptivo (no demostrativo)
le vego'i	cmavo-compound   \nKOhA*      \npro-sumti de descripción: el valor de x_4 del bridi previo
levi	cmavo-compound   \nLE*      \ndescriptor locativo: este ... de aquí, descriptivo (no demostrativo)
levu	cmavo-compound   \nLE*      \ndescriptor locativo: aquel ... de allá, descriptivo (no demostrativo)
le xego'i	cmavo-compound   \nKOhA*      \npro-sumti de descripción: el valor de x_5 del bridi previo
li	cmavo   \nLI      \nel número/expresión evaluada; convierte número/operando/expresión evaluada en sumti
li'a	cmavo   \nUI3      \ndiscursivo: claramente - oscuramente\nVer también {klina}.
li'anai	cmavo-compound   \nUI*3      \ndiscursivo: claramente - oscuramente
libjo	gismu   \n-lib-      \nx_1 refleja cultura/nacionalidad/idioma libio en aspecto x_2
lidne	gismu   \n-li'e-      \nx_1 precede/antecede a x_2 en secuencia x_3\nVer también {jersi},  {purci}.
li'e	cmavo   \nBAI      \nlidne modal, 1er argumento                            precedido por ...; secuencia no temporal
lifri	gismu   \n-lif-   \n-fri-      \nx_1 experimenta/sufre/padece experiencia x_2
li'i	cmavo   \n-liz-   \nNU      \nabstractor: abstractor de experiencia; x_1 es la experiencia que tiene x_2 de (bridi) (participante u observado\nr)
lijda	gismu   \n-jda-      \nx_1 es una religión de gente/creyentes/adherentes/fieles x_2 con creencias comunes x_3
limna	gismu   \n-lim-      \nx_1 nada en fluído x_2\nVer también {fulta}.
lindi	gismu   \n-lid-      \nx_1 es un relámpago/arco eléctrico extendiéndose hasta x_2 desde x_3\nVer también {dikca}.
linji	gismu   \n-lij-   \n-li'i-      \nx_1 es una línea/raya definida por conjunto de puntos x_2
linsi	gismu   \n-lin-      \nx_1 es una cadena de material x_2 con eslabones/propiedades x_3
linto	gismu   \n-li'o-      \nx_1 es liviano/leve/ligero según estándar x_2\nVer también {tilju}.
li'o	cmavo   \nUI3a      \ndiscursivo: texto omitido (material citado)
li'orkliru	lujvo      \nx_1 es fluor (F)\n{linto} {kliru}
lisri	gismu   \n-lis-      \nx_1 es una historia/cuento/narrativa con tema/moraleja x_2 con narrador x_3 ante audiencia x_4\nVer también {ranmi},  {cfika},  {skicu},  {prosa},  {pemci}.
liste	gismu   \n-ste-      \nx_1 es una lista/catálogo/registro de conjunto x_2 en orden x_3 grabada/registrada en medio x_4
litce	gismu   \n-lic-      \nx_1 tiene un volumen de x_2 litros (1 por defecto) según estándar x_3
litki	gismu   \n-lik-      \nx_1 es líquido/fluído de composición/material x_2, bajo condiciones x_3\nVer también {gapci},  {sligu}.
litru	gismu   \n-li'u-      \nx_1 viaja vía ruta x_2 usando medio/vehículo x_3\nVer también {klama},  {cliva},  {pluta}.
li'u	cmavo   \nLIhU      \nterminador elisible: fin de cita; raramente elisible excepto al final del texto
livga	gismu      \nx_1 es un hígado (parte del cuerpo) de x_2
livla	gismu   \n-lil-      \nx_1 es un combustible/fuente de energia para x_2
lo	cmavo   \nLE      \ndescriptor verídico: uno(s) que realmente es/son ...
lo'a	cmavo   \nBY1      \ncambia letras a alfabeto lojbánico (romano)
lo'e	cmavo   \n-lom-   \nLE      \ndescriptor verídico: el/los típico(s) que realmente es/son ...
logji	gismu   \n-loj-      \nx_1 es una lógica para deducir/concluir/inferir/razonar sobre x_2 (du'u)
loi	cmavo   \nLE      \ndescriptor verídico: un grupo de los que realmente son ...
lo'i	cmavo   \nLE      \ndescriptor verídico: el conjunto de los que realmente son ...
lojbo	gismu   \n-lob-   \n-jbo-      \nx_1 refleja cultura/nacionalidad/comunidad/idioma lojbánico en aspecto x_2
loldi	gismu   \n-lol-   \n-loi-      \nx_1 es un piso/suelo de x_2\nVer también {bitmu},  {drudi},  {dertu},  {dizlo},  {cnita},  {zbepi},  {sarji},  {serti}.
lo'o	cmavo   \nLOhO      \nterminador elisible: fin de sumti de expresión matemática; fin de conversión mex-a-sumti; generalmente elisib\nle
lorxu	gismu   \n-lor-   \n-lo'u-      \nx_1 es un zorro de especie/raza x_2
lo'u	cmavo   \nLOhU      \ncomienzo de cita de texto cuestionable o fuera de contexto; el texto debe consistir de palabras en lojban, pero no necesariamente gramaticalmente correcto
lu	cmavo   \nLU      \ncomienzo de cita; el texto citado debe ser gramáticalmente correcto
lu'a	cmavo   \nLAhE      \nalgún miembro de conjunto/grupo ...; convierte otro tipo de descripción a individuos
lubno	gismu   \n-lu'o-      \nx_1 refleja cultura/nacionalidad/idioma libanés en aspecto x_2
lu'e	cmavo   \nLAhE      \nel símbolo de (discurso indirecto); usa el símbolo/palabra que representa un sumti como sumti
lu'i	cmavo   \nLAhE      \nel conjunto con miembros ...; convierte otro tipo de descripción a un conjunto
lujvo	gismu   \n-luv-   \n-jvo-      \nx_1 es una palabra compuesta, con significado x_2 y argumentos x_3 construido de metáfora x_4
lumci	gismu   \n-lum-   \n-lu'i-      \nx_1 lava/limpia/friega x_2 en la suciedad x_3 con material de limpieza x_4
lunbe	gismu   \n-lub-      \nx_1 está desnudo/descubierto/sin ropa
lunra	gismu   \n-lur-      \nx_1 es una luna/satélite natural de planeta x_2 (la tierra por defecto)\nVer también {mluni}.
lunsa	gismu   \n-lus-      \nx_1 se condensa sobre x_2 a temperatura x_3, presión x_4\nVer también {febvi},  {dunja},  {runme}.
lu'o	cmavo   \nLAhE      \nel grupo compuesto por ...; convierte otro tipo de descripción a un grupo
lu'u	cmavo   \nLUhU      \nterminador elisible: fin de calificadores de sumti; generalmente elisible excepto antes de un sumti
ly	cmavo   \nBY2      \nletra l
ma	cmavo   \nKOhA7      \npro-sumti: pregunta de sumti (qué/quién/cómo/por qué/dónde/etc.); llenar apropiadamente el espacio de sumti
ma'a	cmavo   \nKOhA3      \npro-sumti: yo/nosotros &amp; tú/usted(es) &amp; otros no especificados
ma'agni	fu'ivla      \nx_1 es un árbol de caoba de especie/variedad x_2
mabla	gismu   \n-mal-      \nx_1 es execrable/malo/detestable/aborrecible/horrible/nefando/inferior/de baja calidad/una mierda/una porquería en propiedad x_2 según estándar x_3\nVer también {palci},  {dapma},  {xlali},  {zabna}.
mabru	gismu   \n-mab-      \nx_1 es un mamífero/animal/bestia de especie/raza x_2\nVer también {danlu}.
macnu	gismu   \n-cnu-      \nx_1 es manual (no automático) en función x_2\nVer también {zmiku}.
ma'e	cmavo   \nBAI      \nmarji modal, 1er argumento                            material en objeto/sustancia ...
mai	cmavo   \nMAI      \nsufijo ordinal de expresión; convierte número en ordinal, como un número de ítem o párrafo
ma'i	cmavo   \nBAI      \nmanri modal, 1er argumento (según estándar 2)         en marco de referencia ...
makcu	gismu   \n-ma'u-      \nx_1 es/está maduro/desarrollado/adulto en cualidad x_2
makfa	gismu   \n-maf-      \nx_1 es mágico/brujería/hechicería/sobrenatural para x_2, realizado por persona/fuerza/deidad x_3
makfartci	lujvo      \nx_1 es una brújula con imán x_2
maksi	gismu   \n-mak-      \nx_1 es un imán con campo magnético x_2
malsi	gismu   \n-mas-      \nx_1 es un templo/iglesia/santuario/sinagoga/mezquita/capilla de religión x_2 en localidad x_3
mamta	gismu   \n-mam-      \nx_1 es madre de x_2\n(no necesariamente biológica) Ver tambiÃ©n {patfu},  {sovda},  {rirni},  {rorci},  {tarbi}.
manci	gismu   \n-mac-      \nx_1 siente maravilla/admiración hacia x_2\nVer también {kucli},  {spaji}.
mandioka	obsolete fu'ivla      \nx_1 es mandioca de especie/variedad x_2 \n{samcu}
manfo	gismu      \nx_1 es uniforme/homogéneo en propiedad x_2\nVer también {vrici},  {curve},  {ranji},  {vitno},  {stodi}.
mango	experimental gismu      \nx_1 es un mango de especie/variedad x_2.
manku	gismu   \n-man-      \nx_1 es oscuro/falto de iluminación\nVer también {gusni},  {ctino}.
manri	gismu   \n-mar-      \nx_1 es un marco de referencia/estándar para observar/medir/determinar x_2, con reglas x_3
mansa	gismu      \nx_1 satisface a x_2 en propiedad x_3
manti	gismu      \nx_1 es una hormiga de especie/raza x_2
ma'o	cmavo   \nMAhO      \nconvierte operando de cadena de letras u otra expresión matemática en operador
mapku	gismu   \n-map-      \nx_1 es un sombrero/gorra/corona (prenda de vestir) de material x_2
mapni	gismu      \nx_1 es una cantidad de algodón
mapra	experimental gismu      \nx_1 es una cantidad de pelusa de composición / estructura / caracterización / sustancia x_2 ; x_1 es mullido / aireado / suave / borroso en la textura\nVisual y táctil. Es posiblemente maleable, pero esta palabra no tiene tales implicaciones inherentemente; del mismo modo, porosidad o espumosidad no están implicados. El significado también puede incluir &quot;acolchada&quot;, &quot;como el algodón&quot;, y &quot;como la lana&quot;; una naturaleza fractal puede estar presente. Para borrosidad: no es necesariamente peludo, pero debe ser suave; no cerdoso o erizado (que implica rigidez y dureza). Vea usted también: {ranti}, {rufsu}, {xutla}, {panje}, {dilnu}, {mapni}, {sunla}, {fonmo}, {jduli}, {pesxu}, {marji}.
mapti	gismu   \n-mat-      \nx_1 encaja/corresponde/es apropiado/compatible/congruente con x_2 en propiedad/aspecto x_3\nVer también {sarxe}.
marbi	gismu   \n-mra-      \nx_1 ampara/alberga/protege/es un albergue/santuario/puerto/protección para x_2 de peligro/amenaza x_3
marce	gismu   \n-ma'e-      \nx_1 es un vehículo/medio de transporte para llevar pasajeros/carga x_2 por superficie/medio x_3, propelido por x_4
marde	gismu   \n-mad-      \nx_1 es una ética/moral/estándar de conducta de x_2 para situación x_3
margu	gismu   \n-mag-      \nx_1 es una cantidad de mercurio (Hg)
marji	gismu   \n-maj-   \n-mai-      \nx_1 es material/materia de tipo/composición x_2 en forma x_3\nVer también {nejni},  {tarmi}.
marmota	fu'ivla      \nx_1 es una marmota de especie/raza x_2
marna	gismu      \nx_1 es una cantidad de marihuana/jute/cáñamo de especie/variedad x_2
marxa	gismu   \n-max-      \nx_1 aplasta/apisona/pisa x_2 haciéndolo pulpa/puré/migas/masa informe x_3\nVer también {zalvi}.
masno	gismu   \n-sno-      \nx_1 es lento al hacer/realizar despacio x_2 (evento)\nVer también {sutra}.
masti	gismu   \n-ma'i-      \nx_1 dura x_2 meses (1 por defecto) según estándar x_3
matci	gismu      \nx_1 es un colchón/colchoneta (forma chata, blanda, densa) de material x_2\nVer también {kicne},  {tapla},  {karda}.
matli	gismu      \nx_1 es una cantidad de lino
matne	gismu      \nx_1 es una cantidad de mantequilla/manteca/óleo/margarina/grasa de origen x_2\nVer también {grasu}.
matra	gismu      \nx_1 es un motor que propele/da potencia/impulsa a x_2
mau	cmavo   \nBAI      \nzmadu modal, 1er argumento (un mayor)                 excedido por ...
ma'u	cmavo   \nPA3      \ndígito/número: signo más; número positivo
mavji	gismu   \n-mav-      \nx_1 es una cantidad de avena (grano) de especie/variedad x_2
maxri	gismu   \n-xri-      \nx_1 es una cantidad de trigo (grano) de especie/variedad x_2
me	cmavo   \nME      \nconvierte sumti en selbri/elemento de tanru; x_1 es uno de los referentes de (sumti); x_1 es una instancia de (\nsumti)
me'a	cmavo   \nBAI      \nmleca modal, 1er argumento (un menor)                 superando a ...
mebri	gismu   \n-meb-      \nx_1 es una frente (parte del cuerpo) de x_2
mecyjavdu'i	lujvo      \nx_1 es menor o igual a x_2 en propiedad x_3 por cantidad x_4\nVer también {su'e}
medomoi	cmavo-compound      \nx_1 es tuyo entre x_3 por regla/relación x_3; x_1 es tu x_3 por regla/relación x_3; 
me'e	cmavo   \nBAI      \ncmene modal, 1er argumento (requiere cita)            con nombre ...; llamado ...
me'e ma	cmavo-compound   \nBAI*      \npregunta por un nombre; ¿qué nombre?; requiere nombre citado como respuesta
megdo	gismu   \n-meg-      \nx_1 es un millón (1E6) de x_2 en dimensión/aspecto x_3
mei	cmavo   \n-mem-   \n-mei-   \nMOI      \nconvierte número en selbri cardinal; x_1 es un grupo de (n) miembros de x_2, uno de los cuales es x_3
me'i	cmavo   \nPA3      \ndígito/número: menor que; no todo (me'i[ro])
mekso	gismu   \n-mek-   \n-me'o-      \nx_1 es una expresión matemática/fórmula según reglas x_2
melbi	gismu   \n-mel-   \n-mle-      \nx_1 es bello/agradable/lindo/bonito/guapo/hermoso para x_2 en propiedad/aspecto x_3 según estándar x_4\nVer también {pluka},  {xamgu}.
meljo	gismu   \n-mej-      \nx_1 refleja cultura/nacionalidad/idioma malasio/malayo en aspecto x_2\nVer también {baxso}.
